,name,naturalness,simplicity,informativity,optimality,Language,comm_cost,complexity,counts
7988,sampled_lang_14,0.8,0.7837837837837838,0.582,0.882,artificial,0.418,16,3
11366,sampled_lang_14,0.75,0.7837837837837838,0.581,0.881,artificial,0.419,16,3
5802,sampled_lang_50,0.333,0.7837837837837838,0.58,0.881,artificial,0.42,16,3
3739,sampled_lang_14,0.8,0.7837837837837838,0.579,0.881,artificial,0.421,16,3
956,sampled_lang_14,0.5,0.7837837837837838,0.578,0.881,artificial,0.422,16,3
2775,sampled_lang_14,0.5,0.7837837837837838,0.577,0.881,artificial,0.423,16,3
2802,sampled_lang_14,0.75,0.7837837837837838,0.576,0.881,artificial,0.424,16,3
7066,sampled_lang_14,0.8,0.7837837837837838,0.574,0.881,artificial,0.426,16,3
129,sampled_lang_14,0.75,0.7837837837837838,0.573,0.881,artificial,0.427,16,3
4790,sampled_lang_14,0.8,0.7837837837837838,0.572,0.881,artificial,0.428,16,3
3511,sampled_lang_14,0.6,0.7837837837837838,0.571,0.881,artificial,0.429,16,3
1154,sampled_lang_14,0.75,0.7837837837837838,0.569,0.881,artificial,0.431,16,3
1492,sampled_lang_14,0.6,0.7837837837837838,0.568,0.881,artificial,0.432,16,3
4065,sampled_lang_14,0.5,0.7837837837837838,0.565,0.88,artificial,0.435,16,3
5185,sampled_lang_14,0.5,0.7837837837837838,0.564,0.88,artificial,0.436,16,3
475,sampled_lang_14,0.667,0.7837837837837838,0.562,0.88,artificial,0.438,16,3
5754,sampled_lang_14,0.333,0.7837837837837838,0.561,0.88,artificial,0.439,16,3
7455,sampled_lang_14,0.5,0.7837837837837838,0.56,0.88,artificial,0.44,16,3
13269,sampled_lang_14,0.5,0.7837837837837838,0.559,0.88,artificial,0.441,16,3
299,sampled_lang_14,0.75,0.7837837837837838,0.558,0.88,artificial,0.442,16,3
12576,sampled_lang_14,0.5,0.7837837837837838,0.557,0.88,artificial,0.443,16,3
1342,sampled_lang_14,0.5,0.7837837837837838,0.556,0.88,artificial,0.444,16,3
415,sampled_lang_160,0.6,0.7837837837837838,0.554,0.88,artificial,0.446,16,3
773,sampled_lang_14,0.5,0.7837837837837838,0.553,0.88,artificial,0.447,16,3
3509,sampled_lang_14,0.333,0.7837837837837838,0.552,0.88,artificial,0.448,16,3
713,sampled_lang_14,0.333,0.7837837837837838,0.55,0.88,artificial,0.45,16,3
409,sampled_lang_14,0.5,0.7837837837837838,0.549,0.88,artificial,0.451,16,3
7237,sampled_lang_14,0.4,0.7837837837837838,0.548,0.88,artificial,0.452,16,3
3328,sampled_lang_178,0.8,0.7837837837837838,0.547,0.88,artificial,0.453,16,3
9403,sampled_lang_14,0.333,0.7837837837837838,0.545,0.879,artificial,0.455,16,3
8386,sampled_lang_14,0.333,0.7837837837837838,0.544,0.879,artificial,0.456,16,3
272,sampled_lang_14,0.0,0.7837837837837838,0.542,0.879,artificial,0.458,16,3
1404,sampled_lang_14,0.5,0.7837837837837838,0.54,0.879,artificial,0.46,16,3
10597,sampled_lang_137,0.4,0.7837837837837838,0.539,0.879,artificial,0.461,16,3
856,sampled_lang_14,0.333,0.7837837837837838,0.538,0.879,artificial,0.462,16,3
5342,sampled_lang_5,0.5,0.7837837837837838,0.537,0.879,artificial,0.463,16,3
369,sampled_lang_14,0.333,0.7837837837837838,0.536,0.879,artificial,0.464,16,3
1509,sampled_lang_14,0.75,0.7837837837837838,0.535,0.879,artificial,0.465,16,3
4345,sampled_lang_14,0.5,0.7837837837837838,0.534,0.879,artificial,0.466,16,3
6205,sampled_lang_14,0.25,0.7837837837837838,0.533,0.879,artificial,0.467,16,3
10938,sampled_lang_5,0.5,0.7837837837837838,0.53,0.879,artificial,0.47,16,3
3430,sampled_lang_14,0.25,0.7837837837837838,0.529,0.879,artificial,0.471,16,3
911,sampled_lang_14,0.333,0.7837837837837838,0.528,0.879,artificial,0.472,16,3
4182,sampled_lang_14,0.25,0.7837837837837838,0.527,0.879,artificial,0.473,16,3
628,sampled_lang_14,0.333,0.7837837837837838,0.524,0.878,artificial,0.476,16,3
351,sampled_lang_14,0.75,0.7837837837837838,0.523,0.878,artificial,0.477,16,3
9873,sampled_lang_14,0.25,0.7837837837837838,0.522,0.878,artificial,0.478,16,3
3782,sampled_lang_5,0.75,0.7837837837837838,0.521,0.878,artificial,0.479,16,3
3403,sampled_lang_14,0.5,0.7837837837837838,0.519,0.878,artificial,0.481,16,3
9450,sampled_lang_14,0.5,0.7837837837837838,0.518,0.878,artificial,0.482,16,3
245,sampled_lang_14,0.75,0.7837837837837838,0.517,0.878,artificial,0.483,16,3
9504,sampled_lang_14,0.75,0.7837837837837838,0.516,0.878,artificial,0.484,16,3
2531,sampled_lang_14,0.5,0.7837837837837838,0.514,0.878,artificial,0.486,16,3
3520,sampled_lang_8,0.0,0.7837837837837838,0.513,0.878,artificial,0.487,16,3
1223,sampled_lang_14,0.333,0.7837837837837838,0.512,0.878,artificial,0.488,16,3
13593,sampled_lang_14,0.5,0.7837837837837838,0.511,0.878,artificial,0.489,16,3
959,sampled_lang_14,0.333,0.7837837837837838,0.51,0.878,artificial,0.49,16,3
472,sampled_lang_14,0.333,0.7837837837837838,0.509,0.878,artificial,0.491,16,3
4998,sampled_lang_128,0.75,0.7837837837837838,0.508,0.878,artificial,0.492,16,3
685,sampled_lang_14,0.333,0.7837837837837838,0.507,0.878,artificial,0.493,16,3
3104,sampled_lang_14,0.0,0.7837837837837838,0.506,0.877,artificial,0.494,16,3
1198,sampled_lang_14,0.6,0.7837837837837838,0.505,0.877,artificial,0.495,16,3
12205,sampled_lang_14,0.5,0.7837837837837838,0.504,0.877,artificial,0.496,16,3
1734,sampled_lang_12,0.0,0.7837837837837838,0.503,0.877,artificial,0.497,16,3
7238,sampled_lang_14,0.5,0.7837837837837838,0.502,0.877,artificial,0.498,16,3
149,sampled_lang_14,0.25,0.7837837837837838,0.501,0.877,artificial,0.499,16,3
592,sampled_lang_14,0.667,0.7837837837837838,0.5,0.877,artificial,0.5,16,3
2494,sampled_lang_14,0.25,0.7837837837837838,0.497,0.877,artificial,0.503,16,3
3901,sampled_lang_14,0.333,0.7837837837837838,0.496,0.877,artificial,0.504,16,3
7373,sampled_lang_14,0.75,0.7837837837837838,0.495,0.877,artificial,0.505,16,3
404,sampled_lang_112,0.25,0.7837837837837838,0.494,0.877,artificial,0.506,16,3
521,sampled_lang_14,0.333,0.7837837837837838,0.493,0.877,artificial,0.507,16,3
806,sampled_lang_14,0.0,0.7837837837837838,0.492,0.877,artificial,0.508,16,3
14956,sampled_lang_14,0.5,0.7837837837837838,0.491,0.877,artificial,0.509,16,3
4002,sampled_lang_14,0.667,0.7837837837837838,0.49,0.877,artificial,0.51,16,3
5020,sampled_lang_14,0.0,0.7837837837837838,0.489,0.877,artificial,0.511,16,3
778,sampled_lang_5,0.75,0.7837837837837838,0.488,0.877,artificial,0.512,16,3
13620,sampled_lang_14,0.333,0.7837837837837838,0.487,0.877,artificial,0.513,16,3
1289,sampled_lang_14,0.333,0.7837837837837838,0.486,0.876,artificial,0.514,16,3
8512,sampled_lang_14,0.333,0.7837837837837838,0.485,0.876,artificial,0.515,16,3
1772,sampled_lang_14,0.333,0.7837837837837838,0.484,0.876,artificial,0.516,16,3
8767,sampled_lang_14,0.0,0.7837837837837838,0.483,0.876,artificial,0.517,16,3
6403,sampled_lang_14,0.333,0.7837837837837838,0.482,0.876,artificial,0.518,16,3
10713,sampled_lang_14,0.333,0.7837837837837838,0.481,0.876,artificial,0.519,16,3
150,sampled_lang_14,0.667,0.7837837837837838,0.479,0.876,artificial,0.521,16,3
1962,sampled_lang_14,0.333,0.7837837837837838,0.478,0.876,artificial,0.522,16,3
2739,sampled_lang_5,0.333,0.7837837837837838,0.477,0.876,artificial,0.523,16,3
2432,sampled_lang_14,0.0,0.7837837837837838,0.476,0.876,artificial,0.524,16,3
3066,sampled_lang_14,0.333,0.7837837837837838,0.475,0.876,artificial,0.525,16,3
132,sampled_lang_45,0.0,0.7837837837837838,0.472,0.876,artificial,0.528,16,3
7535,sampled_lang_89,0.5,0.7837837837837838,0.471,0.876,artificial,0.529,16,3
14615,sampled_lang_14,0.333,0.7837837837837838,0.47,0.876,artificial,0.53,16,3
15,sampled_lang_14,0.75,0.7837837837837838,0.469,0.876,artificial,0.531,16,3
67,sampled_lang_14,0.5,0.7837837837837838,0.468,0.876,artificial,0.532,16,3
5307,sampled_lang_14,0.0,0.7837837837837838,0.467,0.875,artificial,0.533,16,3
1360,sampled_lang_14,0.0,0.7837837837837838,0.466,0.875,artificial,0.534,16,3
10810,sampled_lang_14,0.5,0.7837837837837838,0.465,0.875,artificial,0.535,16,3
1504,sampled_lang_14,0.0,0.7837837837837838,0.464,0.875,artificial,0.536,16,3
837,sampled_lang_14,0.0,0.7837837837837838,0.463,0.875,artificial,0.537,16,3
1106,sampled_lang_14,0.25,0.7837837837837838,0.462,0.875,artificial,0.538,16,3
1929,sampled_lang_5,0.75,0.7837837837837838,0.461,0.875,artificial,0.539,16,3
73,sampled_lang_14,0.0,0.7837837837837838,0.46,0.875,artificial,0.54,16,3
21,sampled_lang_14,0.667,0.7837837837837838,0.458,0.875,artificial,0.542,16,3
2983,sampled_lang_14,0.0,0.7837837837837838,0.457,0.875,artificial,0.543,16,3
7741,sampled_lang_14,0.0,0.7837837837837838,0.456,0.875,artificial,0.544,16,3
3578,sampled_lang_14,0.75,0.7837837837837838,0.455,0.875,artificial,0.545,16,3
5974,sampled_lang_14,0.0,0.7837837837837838,0.453,0.874,artificial,0.547,16,3
8409,sampled_lang_5,0.333,0.7837837837837838,0.451,0.874,artificial,0.549,16,3
4734,sampled_lang_14,0.0,0.7837837837837838,0.45,0.874,artificial,0.55,16,3
2375,sampled_lang_37,0.0,0.7837837837837838,0.449,0.874,artificial,0.551,16,3
234,sampled_lang_14,0.333,0.7837837837837838,0.448,0.874,artificial,0.552,16,3
11205,sampled_lang_14,0.0,0.7837837837837838,0.447,0.874,artificial,0.553,16,3
6746,sampled_lang_5,0.5,0.7837837837837838,0.446,0.874,artificial,0.554,16,3
456,sampled_lang_14,0.667,0.7837837837837838,0.444,0.873,artificial,0.556,16,3
226,sampled_lang_46,0.0,0.7837837837837838,0.442,0.873,artificial,0.558,16,3
307,sampled_lang_14,0.75,0.7837837837837838,0.441,0.873,artificial,0.559,16,3
1915,sampled_lang_14,0.25,0.7837837837837838,0.439,0.873,artificial,0.561,16,3
1282,sampled_lang_14,0.667,0.7837837837837838,0.437,0.872,artificial,0.562,16,3
2343,sampled_lang_14,0.0,0.7837837837837838,0.435,0.872,artificial,0.565,16,3
2699,sampled_lang_14,0.333,0.7837837837837838,0.434,0.872,artificial,0.566,16,3
283,sampled_lang_14,0.0,0.7837837837837838,0.433,0.871,artificial,0.567,16,3
1159,sampled_lang_5,0.0,0.7837837837837838,0.431,0.871,artificial,0.569,16,3
14193,sampled_lang_14,0.333,0.7837837837837838,0.429,0.871,artificial,0.571,16,3
934,sampled_lang_14,0.0,0.7837837837837838,0.426,0.87,artificial,0.574,16,3
1218,sampled_lang_14,0.333,0.7837837837837838,0.425,0.87,artificial,0.575,16,3
1987,sampled_lang_5,0.333,0.7837837837837838,0.424,0.87,artificial,0.576,16,3
5953,sampled_lang_106,0.5,0.7837837837837838,0.423,0.87,artificial,0.577,16,3
5881,sampled_lang_5,0.333,0.7837837837837838,0.421,0.869,artificial,0.579,16,3
12624,sampled_lang_14,0.333,0.7837837837837838,0.42,0.869,artificial,0.58,16,3
235,sampled_lang_14,0.333,0.7837837837837838,0.419,0.869,artificial,0.581,16,3
1681,sampled_lang_14,0.0,0.7837837837837838,0.417,0.868,artificial,0.583,16,3
2198,sampled_lang_14,0.333,0.7837837837837838,0.414,0.867,artificial,0.586,16,3
6812,sampled_lang_14,0.333,0.7837837837837838,0.413,0.867,artificial,0.587,16,3
1573,sampled_lang_14,0.0,0.7837837837837838,0.412,0.867,artificial,0.588,16,3
2267,sampled_lang_14,1.0,0.7837837837837838,0.41,0.866,artificial,0.59,16,3
604,sampled_lang_14,0.333,0.7837837837837838,0.407,0.866,artificial,0.593,16,3
168,sampled_lang_60,0.333,0.7837837837837838,0.406,0.865,artificial,0.594,16,3
71,sampled_lang_62,0.333,0.7837837837837838,0.405,0.865,artificial,0.595,16,3
370,sampled_lang_14,0.667,0.7837837837837838,0.403,0.865,artificial,0.597,16,3
4232,sampled_lang_14,0.333,0.7837837837837838,0.401,0.864,artificial,0.599,16,3
9094,sampled_lang_14,0.333,0.7837837837837838,0.399,0.863,artificial,0.601,16,3
2524,sampled_lang_14,0.0,0.7837837837837838,0.398,0.863,artificial,0.602,16,3
1880,sampled_lang_14,0.333,0.7837837837837838,0.397,0.863,artificial,0.603,16,3
2319,sampled_lang_14,0.667,0.7837837837837838,0.396,0.863,artificial,0.604,16,3
4905,sampled_lang_14,0.0,0.7837837837837838,0.394,0.862,artificial,0.606,16,3
12457,sampled_lang_14,0.333,0.7837837837837838,0.391,0.861,artificial,0.609,16,3
2794,sampled_lang_14,0.0,0.7837837837837838,0.39,0.861,artificial,0.61,16,3
6211,sampled_lang_14,0.0,0.7837837837837838,0.389,0.861,artificial,0.611,16,3
11305,sampled_lang_14,0.0,0.7837837837837838,0.388,0.86,artificial,0.612,16,3
4969,sampled_lang_14,0.0,0.7837837837837838,0.387,0.86,artificial,0.613,16,3
2113,sampled_lang_14,0.333,0.7837837837837838,0.385,0.86,artificial,0.615,16,3
14025,sampled_lang_14,0.333,0.7837837837837838,0.384,0.859,artificial,0.616,16,3
4774,sampled_lang_14,0.0,0.7837837837837838,0.383,0.859,artificial,0.617,16,3
12660,sampled_lang_14,0.0,0.7837837837837838,0.38,0.858,artificial,0.62,16,3
5242,sampled_lang_5,0.333,0.7837837837837838,0.377,0.857,artificial,0.623,16,3
571,sampled_lang_14,0.333,0.7837837837837838,0.375,0.857,artificial,0.625,16,3
335,sampled_lang_14,0.333,0.7837837837837838,0.372,0.856,artificial,0.628,16,3
4741,sampled_lang_14,0.667,0.7837837837837838,0.368,0.855,artificial,0.632,16,3
8501,sampled_lang_14,0.667,0.7837837837837838,0.365,0.854,artificial,0.635,16,3
9780,sampled_lang_14,0.75,0.7837837837837838,0.363,0.853,artificial,0.637,16,3
567,sampled_lang_14,0.333,0.7837837837837838,0.358,0.852,artificial,0.642,16,3
13881,sampled_lang_14,0.667,0.7837837837837838,0.354,0.851,artificial,0.646,16,3
6384,sampled_lang_14,0.0,0.7837837837837838,0.352,0.85,artificial,0.648,16,3
12117,sampled_lang_14,0.333,0.7837837837837838,0.35,0.85,artificial,0.65,16,3
4015,sampled_lang_14,0.0,0.7837837837837838,0.347,0.849,artificial,0.653,16,3
7766,sampled_lang_14,0.0,0.7837837837837838,0.343,0.848,artificial,0.657,16,3
7183,sampled_lang_14,0.75,0.7837837837837838,0.337,0.846,artificial,0.663,16,3
621,sampled_lang_14,0.667,0.7837837837837838,0.333,0.845,artificial,0.667,16,3
4386,sampled_lang_14,0.667,0.7837837837837838,0.319,0.841,artificial,0.681,16,3
3560,sampled_lang_14,0.0,0.7837837837837838,0.312,0.839,artificial,0.688,16,3
5824,sampled_lang_14,0.0,0.7837837837837838,0.306,0.837,artificial,0.694,16,3
1112,sampled_lang_14,0.0,0.7837837837837838,0.302,0.836,artificial,0.698,16,3
458,sampled_lang_14,0.0,0.7837837837837838,0.299,0.835,artificial,0.701,16,3
5039,sampled_lang_14,0.667,0.7837837837837838,0.285,0.831,artificial,0.715,16,3
822,sampled_lang_14,0.667,0.7837837837837838,0.278,0.829,artificial,0.722,16,3
413,sampled_lang_14,0.0,0.7837837837837838,0.25,0.822,artificial,0.75,16,3
1260,sampled_lang_14,0.0,0.7837837837837838,0.236,0.818,artificial,0.764,16,3
1727,sampled_lang_14,0.667,0.7837837837837838,0.222,0.814,artificial,0.778,16,3
2702,sampled_lang_14,0.0,0.7837837837837838,0.167,0.798,artificial,0.833,16,3
1042,sampled_lang_14,0.833,0.7702702702702703,0.639,0.898,artificial,0.361,17,3
12271,sampled_lang_14,0.8,0.7702702702702703,0.625,0.893,artificial,0.375,17,3
7867,sampled_lang_14,0.8,0.7702702702702703,0.618,0.89,artificial,0.382,17,3
15051,sampled_lang_14,0.8,0.7702702702702703,0.611,0.887,artificial,0.389,17,3
10441,sampled_lang_14,0.833,0.7702702702702703,0.608,0.885,artificial,0.392,17,3
6750,sampled_lang_14,0.8,0.7702702702702703,0.606,0.885,artificial,0.394,17,3
714,sampled_lang_193,0.833,0.7702702702702703,0.59,0.878,artificial,0.41,17,3
7977,sampled_lang_14,0.8,0.7702702702702703,0.588,0.877,artificial,0.412,17,3
5415,sampled_lang_14,0.6,0.7702702702702703,0.583,0.875,artificial,0.417,17,3
9827,sampled_lang_14,0.6,0.7702702702702703,0.579,0.873,artificial,0.421,17,3
11974,sampled_lang_14,0.6,0.7702702702702703,0.576,0.872,artificial,0.424,17,3
5468,sampled_lang_172,0.8,0.7702702702702703,0.573,0.871,artificial,0.427,17,3
4944,sampled_lang_14,0.6,0.7702702702702703,0.569,0.871,artificial,0.431,17,3
12517,sampled_lang_171,0.8,0.7702702702702703,0.567,0.871,artificial,0.433,17,3
8145,sampled_lang_182,0.667,0.7702702702702703,0.56,0.871,artificial,0.44,17,3
2078,sampled_lang_14,0.667,0.7702702702702703,0.545,0.87,artificial,0.455,17,3
11971,sampled_lang_179,0.667,0.7702702702702703,0.544,0.87,artificial,0.456,17,3
9584,sampled_lang_14,0.6,0.7702702702702703,0.543,0.87,artificial,0.457,17,3
10789,sampled_lang_148,0.5,0.7702702702702703,0.535,0.869,artificial,0.465,17,3
1307,sampled_lang_14,0.5,0.7702702702702703,0.528,0.869,artificial,0.472,17,3
5112,sampled_lang_14,0.5,0.7702702702702703,0.521,0.869,artificial,0.479,17,3
2891,sampled_lang_14,0.5,0.7702702702702703,0.516,0.868,artificial,0.484,17,3
8552,sampled_lang_117,0.4,0.7702702702702703,0.515,0.868,artificial,0.485,17,3
6097,sampled_lang_14,0.25,0.7702702702702703,0.512,0.868,artificial,0.488,17,3
5565,sampled_lang_14,0.5,0.7702702702702703,0.509,0.868,artificial,0.491,17,3
128,sampled_lang_14,0.25,0.7702702702702703,0.507,0.868,artificial,0.493,17,3
5157,sampled_lang_14,0.25,0.7702702702702703,0.506,0.868,artificial,0.494,17,3
1982,sampled_lang_14,0.25,0.7702702702702703,0.505,0.868,artificial,0.495,17,3
11281,sampled_lang_14,0.25,0.7702702702702703,0.502,0.868,artificial,0.498,17,3
10177,sampled_lang_14,0.25,0.7702702702702703,0.499,0.868,artificial,0.501,17,3
2126,sampled_lang_14,0.25,0.7702702702702703,0.498,0.868,artificial,0.502,17,3
3019,sampled_lang_14,0.2,0.7702702702702703,0.496,0.867,artificial,0.504,17,3
6761,sampled_lang_14,0.25,0.7702702702702703,0.494,0.867,artificial,0.506,17,3
2486,sampled_lang_14,0.4,0.7702702702702703,0.493,0.867,artificial,0.507,17,3
3780,sampled_lang_14,0.5,0.7702702702702703,0.49,0.867,artificial,0.51,17,3
13185,sampled_lang_14,0.25,0.7702702702702703,0.487,0.867,artificial,0.513,17,3
9518,sampled_lang_14,0.25,0.7702702702702703,0.486,0.867,artificial,0.514,17,3
4355,sampled_lang_14,0.25,0.7702702702702703,0.481,0.867,artificial,0.519,17,3
153,sampled_lang_14,0.25,0.7702702702702703,0.48,0.867,artificial,0.52,17,3
1763,sampled_lang_14,0.25,0.7702702702702703,0.479,0.867,artificial,0.521,17,3
3230,sampled_lang_14,0.5,0.7702702702702703,0.478,0.867,artificial,0.522,17,3
7017,sampled_lang_14,0.25,0.7702702702702703,0.473,0.866,artificial,0.527,17,3
983,sampled_lang_14,0.25,0.7702702702702703,0.47,0.866,artificial,0.53,17,3
12260,sampled_lang_14,0.25,0.7702702702702703,0.469,0.866,artificial,0.531,17,3
12628,sampled_lang_14,0.25,0.7702702702702703,0.466,0.866,artificial,0.534,17,3
14929,sampled_lang_14,0.25,0.7702702702702703,0.465,0.866,artificial,0.535,17,3
11528,sampled_lang_14,0.25,0.7702702702702703,0.464,0.866,artificial,0.536,17,3
353,sampled_lang_14,0.0,0.7702702702702703,0.461,0.866,artificial,0.539,17,3
5199,sampled_lang_14,0.25,0.7702702702702703,0.46,0.866,artificial,0.54,17,3
7568,sampled_lang_14,0.25,0.7702702702702703,0.459,0.865,artificial,0.541,17,3
6571,sampled_lang_14,0.0,0.7702702702702703,0.457,0.865,artificial,0.543,17,3
2667,sampled_lang_14,0.25,0.7702702702702703,0.455,0.865,artificial,0.545,17,3
13622,sampled_lang_5,0.0,0.7702702702702703,0.453,0.865,artificial,0.547,17,3
14455,sampled_lang_14,0.0,0.7702702702702703,0.447,0.864,artificial,0.553,17,3
10807,sampled_lang_14,0.0,0.7702702702702703,0.446,0.864,artificial,0.554,17,3
9152,sampled_lang_14,0.0,0.7702702702702703,0.444,0.864,artificial,0.556,17,3
14304,sampled_lang_58,0.0,0.7702702702702703,0.441,0.863,artificial,0.559,17,3
13529,sampled_lang_14,0.0,0.7702702702702703,0.438,0.863,artificial,0.562,17,3
1174,sampled_lang_14,0.0,0.7702702702702703,0.436,0.863,artificial,0.564,17,3
1532,sampled_lang_14,0.0,0.7702702702702703,0.435,0.863,artificial,0.565,17,3
81,sampled_lang_14,0.0,0.7702702702702703,0.433,0.862,artificial,0.567,17,3
2515,sampled_lang_14,0.0,0.7702702702702703,0.432,0.862,artificial,0.568,17,3
2122,sampled_lang_5,0.0,0.7702702702702703,0.431,0.862,artificial,0.569,17,3
10088,sampled_lang_5,0.0,0.7702702702702703,0.43,0.862,artificial,0.57,17,3
11760,sampled_lang_14,0.0,0.7702702702702703,0.429,0.862,artificial,0.571,17,3
2238,sampled_lang_14,0.0,0.7702702702702703,0.428,0.861,artificial,0.572,17,3
2525,sampled_lang_14,0.0,0.7702702702702703,0.426,0.861,artificial,0.574,17,3
6533,sampled_lang_14,0.0,0.7702702702702703,0.421,0.86,artificial,0.579,17,3
4256,sampled_lang_14,1.0,0.7567567567567568,0.917,1.0,artificial,0.083,18,3
921,sampled_lang_14,1.0,0.7567567567567568,0.875,0.988,artificial,0.125,18,3
1583,sampled_lang_14,1.0,0.7567567567567568,0.861,0.984,artificial,0.139,18,3
1675,sampled_lang_14,1.0,0.7567567567567568,0.854,0.982,artificial,0.146,18,3
4503,sampled_lang_14,1.0,0.7567567567567568,0.847,0.981,artificial,0.153,18,3
399,sampled_lang_14,1.0,0.7567567567567568,0.833,0.976,artificial,0.167,18,3
8274,sampled_lang_14,1.0,0.7567567567567568,0.812,0.965,artificial,0.188,18,3
14802,sampled_lang_14,1.0,0.7567567567567568,0.808,0.962,artificial,0.192,18,3
4621,sampled_lang_14,1.0,0.7567567567567568,0.806,0.961,artificial,0.194,18,3
6105,sampled_lang_14,1.0,0.7567567567567568,0.792,0.953,artificial,0.208,18,3
2676,sampled_lang_14,1.0,0.7567567567567568,0.789,0.952,artificial,0.211,18,3
1262,sampled_lang_14,1.0,0.7567567567567568,0.785,0.949,artificial,0.215,18,3
631,sampled_lang_14,0.75,0.7567567567567568,0.778,0.946,artificial,0.222,18,3
447,sampled_lang_14,1.0,0.7567567567567568,0.771,0.942,artificial,0.229,18,3
4664,sampled_lang_14,0.8,0.7567567567567568,0.764,0.938,artificial,0.236,18,3
2621,sampled_lang_14,0.8,0.7567567567567568,0.762,0.936,artificial,0.238,18,3
6508,sampled_lang_5,1.0,0.7567567567567568,0.759,0.935,artificial,0.241,18,3
1478,sampled_lang_14,0.75,0.7567567567567568,0.757,0.934,artificial,0.243,18,3
1757,sampled_lang_14,1.0,0.7567567567567568,0.75,0.93,artificial,0.25,18,3
10149,sampled_lang_187,1.0,0.7567567567567568,0.745,0.927,artificial,0.255,18,3
2504,sampled_lang_14,0.75,0.7567567567567568,0.743,0.926,artificial,0.257,18,3
9081,sampled_lang_14,0.8,0.7567567567567568,0.74,0.923,artificial,0.26,18,3
9032,sampled_lang_14,0.8,0.7567567567567568,0.738,0.923,artificial,0.262,18,3
405,sampled_lang_14,0.75,0.7567567567567568,0.736,0.922,artificial,0.264,18,3
5233,sampled_lang_14,1.0,0.7567567567567568,0.734,0.921,artificial,0.266,18,3
1339,sampled_lang_14,1.0,0.7567567567567568,0.729,0.92,artificial,0.271,18,3
5724,sampled_lang_14,0.8,0.7567567567567568,0.727,0.919,artificial,0.273,18,3
3522,sampled_lang_14,0.8,0.7567567567567568,0.726,0.919,artificial,0.274,18,3
394,sampled_lang_14,0.8,0.7567567567567568,0.725,0.919,artificial,0.275,18,3
2418,sampled_lang_14,1.0,0.7567567567567568,0.722,0.918,artificial,0.278,18,3
5923,sampled_lang_14,0.8,0.7567567567567568,0.721,0.918,artificial,0.279,18,3
5484,sampled_lang_14,0.8,0.7567567567567568,0.719,0.917,artificial,0.281,18,3
355,sampled_lang_14,0.8,0.7567567567567568,0.716,0.917,artificial,0.284,18,3
135,sampled_lang_14,0.75,0.7567567567567568,0.715,0.916,artificial,0.285,18,3
3908,sampled_lang_14,0.8,0.7567567567567568,0.713,0.915,artificial,0.287,18,3
535,sampled_lang_14,0.8,0.7567567567567568,0.708,0.914,artificial,0.292,18,3
13548,sampled_lang_14,0.833,0.7567567567567568,0.705,0.913,artificial,0.295,18,3
2326,sampled_lang_14,1.0,0.7567567567567568,0.704,0.913,artificial,0.296,18,3
51,sampled_lang_14,0.8,0.7567567567567568,0.701,0.912,artificial,0.299,18,3
743,sampled_lang_14,1.0,0.7567567567567568,0.697,0.91,artificial,0.303,18,3
156,sampled_lang_14,0.8,0.7567567567567568,0.694,0.909,artificial,0.306,18,3
9314,sampled_lang_14,0.8,0.7567567567567568,0.692,0.909,artificial,0.308,18,3
445,sampled_lang_14,1.0,0.7567567567567568,0.69,0.908,artificial,0.31,18,3
1455,sampled_lang_14,1.0,0.7567567567567568,0.688,0.907,artificial,0.312,18,3
2049,sampled_lang_14,0.75,0.7567567567567568,0.687,0.907,artificial,0.313,18,3
7843,sampled_lang_14,1.0,0.7567567567567568,0.685,0.906,artificial,0.315,18,3
5777,sampled_lang_196,0.833,0.7567567567567568,0.684,0.906,artificial,0.316,18,3
256,sampled_lang_14,0.8,0.7567567567567568,0.683,0.906,artificial,0.317,18,3
463,sampled_lang_14,0.6,0.7567567567567568,0.681,0.905,artificial,0.319,18,3
2428,sampled_lang_14,0.8,0.7567567567567568,0.675,0.903,artificial,0.325,18,3
676,sampled_lang_194,0.8,0.7567567567567568,0.674,0.902,artificial,0.326,18,3
1527,sampled_lang_14,0.8,0.7567567567567568,0.672,0.902,artificial,0.328,18,3
3449,sampled_lang_14,0.8,0.7567567567567568,0.67,0.901,artificial,0.33,18,3
1970,sampled_lang_14,0.5,0.7567567567567568,0.667,0.9,artificial,0.333,18,3
5062,sampled_lang_14,0.8,0.7567567567567568,0.666,0.899,artificial,0.334,18,3
7013,sampled_lang_14,0.8,0.7567567567567568,0.664,0.899,artificial,0.336,18,3
8897,sampled_lang_14,0.8,0.7567567567567568,0.663,0.899,artificial,0.337,18,3
6543,sampled_lang_14,0.8,0.7567567567567568,0.662,0.898,artificial,0.338,18,3
970,sampled_lang_14,0.75,0.7567567567567568,0.66,0.897,artificial,0.34,18,3
4685,sampled_lang_5,0.5,0.7567567567567568,0.657,0.897,artificial,0.343,18,3
705,sampled_lang_14,0.8,0.7567567567567568,0.656,0.896,artificial,0.344,18,3
7899,sampled_lang_14,0.8,0.7567567567567568,0.655,0.896,artificial,0.345,18,3
281,sampled_lang_14,0.8,0.7567567567567568,0.654,0.895,artificial,0.346,18,3
547,sampled_lang_14,0.75,0.7567567567567568,0.653,0.895,artificial,0.347,18,3
